id,product_name,shop_name,price,monthly_sales,monthly_revenue,growth_rate,total_sales,reviews,listing_age_months,category,subcategory,search_term,competition,manufacturing_method,complexity,estimated_cogs,estimated_margin,opportunity_score,market_score,feasibility_score,profitability_score
25,"Personalized Serving Board for Couple, Marble Wood Cheese Board",MontiqueCrafts,129.18,1158,149590.0,92,2922,574,11,CNC & Laser Cut Products,custom_engraved,custom engraved wood,101516,,,,,,,,
56,"Personalized Serving Board for Couple, Marble Wood Cheese Board",MontiqueCrafts,129.18,1158,149590.0,92,2922,574,11,cnc_laser_products,custom_engraved,custom engraved wood,101516,,,,,,,,
88,"Personalized Serving Board for Couple, Marble Wood Cheese Board",MontiqueCrafts,129.18,1158,149590.0,92,2922,574,11,,,cnc_laser_products custom_engraved,101516,CNC/Laser,Medium,,,68.2,49.0,82.0,80.0
165,"Personalized Serving Board for Couple, Marble Wood Cheese Board",MontiqueCrafts,129.18,1158,149590.0,92,2922,574,11,,,cnc_laser_products custom_engraved,101516,CNC/Laser,Medium,,,68.2,49.0,82.0,80.0
242,"Personalized Serving Board for Couple, Marble Wood Cheese Board",MontiqueCrafts,129.18,1158,149590.0,92,2922,574,11,,,cnc_laser_products custom_engraved,101516,CNC/Laser,Medium,,,68.2,49.0,82.0,80.0
42,Wooden World Map,EnjoyTheWood,166.33,164,115207.0,160,5482,816,67,wall_art,,Custom 3D Topographic/Lake Maps,,,,,,,,,
53,Personalized Wood Desk Organizer,WoodGothicCraft,57.49,1674,96238.0,181,8959,1269,14,office_organization,,Wood Desk Organizers & Docking Stations,,,,,,,,,
40,Custom Lake Depth Map,MapCuts,99.0,238,82281.0,500,3866,1020,40,wall_art,,Custom 3D Topographic/Lake Maps,,,,,,,,,
15,"Custom Epoxy Table, Rustic Dining Table",WoodDora,2750.0,19,52250.0,0,19,3,2,Resin + Wood Hybrid Products,epoxy_tables,epoxy resin table,61638,,,,,,,,
57,"Custom Epoxy Table, Rustic Dining Table",WoodDora,2750.0,19,52250.0,0,19,3,2,resin_wood_combinations,epoxy_tables,epoxy resin table,61638,,,,,,,,
96,"Custom Epoxy Table, Rustic Dining Table",WoodDora,2750.0,19,52250.0,0,19,3,2,,,resin_wood_combinations epoxy_tables,61638,Resin/Epoxy,Medium,,,61.3,46.0,82.0,61.0
173,"Custom Epoxy Table, Rustic Dining Table",WoodDora,2750.0,19,52250.0,0,19,3,2,,,resin_wood_combinations epoxy_tables,61638,Resin/Epoxy,Medium,,,61.3,46.0,82.0,61.0
250,"Custom Epoxy Table, Rustic Dining Table",WoodDora,2750.0,19,52250.0,0,19,3,2,,,resin_wood_combinations epoxy_tables,61638,Resin/Epoxy,Medium,,,61.3,46.0,82.0,61.0
43,Custom Wood Sign | Personalized Family Name Sign,FalkelDesign,130.0,375,48750.0,250,53357,12578,58,wall_decor,,Custom Business/Family Name Signs,,,,,,,,,
58,Handmade live edge bathroom vanity modern wood vanity cabinet,OwlCreationDesign,4088.0,11,44968.0,0,9,1,4,branch,bathroom_organizers,bathroom organizer wood,4457,,,,,,,,
92,Handmade live edge bathroom vanity modern wood vanity cabinet,OwlCreationDesign,4088.0,11,44968.0,0,9,1,4,,,bathroom organizer wood,4457,Wood,Medium,,,61.7,47.0,82.0,61.0
169,Handmade live edge bathroom vanity modern wood vanity cabinet,OwlCreationDesign,4088.0,11,44968.0,0,9,1,4,,,bathroom organizer wood,4457,Wood,Medium,,,61.7,47.0,82.0,61.0
246,Handmade live edge bathroom vanity modern wood vanity cabinet,OwlCreationDesign,4088.0,11,44968.0,0,9,1,4,,,bathroom organizer wood,4457,Wood,Medium,,,61.7,47.0,82.0,61.0
44,Custom business logo sign,LignousLaser,139.8,316,44177.0,8,2290,452,9,wall_decor,,Custom Business/Family Name Signs,,,,,,,,,
41,Wood World Map Large Wall Art,KokoBoloDesign,354.97,63,42626.0,700,606,136,15,wall_art,,Custom 3D Topographic/Lake Maps,,,,,,,,,
34,"Personalized Glass Charcuterie Board, Epoxy River Resin Cutting Board",LuminaraLuxe,79.99,398,40236.0,69,2489,417,12,Kitchen Products,cutting_boards,wood cutting board custom,22221,,,,,,,,
59,"Personalized Glass Charcuterie Board, Epoxy River Resin Cutting Board",LuminaraLuxe,79.99,398,40236.0,69,2489,417,12,kitchen_products,cutting_boards,wood cutting board custom,22221,,,,,,,,
98,"Personalized Glass Charcuterie Board, Epoxy River Resin Cutting Board",LuminaraLuxe,79.99,398,40236.0,69,2489,417,12,,,kitchen_products cutting_boards,22221,Wood,Medium,,,60.8,41.0,82.0,66.0
175,"Personalized Glass Charcuterie Board, Epoxy River Resin Cutting Board",LuminaraLuxe,79.99,398,40236.0,69,2489,417,12,,,kitchen_products cutting_boards,22221,Wood,Medium,,,60.8,41.0,82.0,66.0
252,"Personalized Glass Charcuterie Board, Epoxy River Resin Cutting Board",LuminaraLuxe,79.99,398,40236.0,69,2489,417,12,,,kitchen_products cutting_boards,22221,Wood,Medium,,,60.8,41.0,82.0,66.0
26,Personalized serving board for couple or family gift,SicilianElegance,57.5,617,35478.0,62,1745,377,11,CNC & Laser Cut Products,custom_engraved,custom engraved wood,101516,,,,,,,,
60,Personalized serving board for couple or family gift,SicilianElegance,57.5,617,35478.0,62,1745,377,11,cnc_laser_products,custom_engraved,custom engraved wood,101516,,,,,,,,
90,Personalized serving board for couple or family gift,SicilianElegance,57.5,617,35478.0,62,1745,377,11,,,cnc_laser_products custom_engraved,101516,CNC/Laser,Medium,,,62.599999999999994,41.0,82.0,72.0
167,Personalized serving board for couple or family gift,SicilianElegance,57.5,617,35478.0,62,1745,377,11,,,cnc_laser_products custom_engraved,101516,CNC/Laser,Medium,,,62.599999999999994,41.0,82.0,72.0
244,Personalized serving board for couple or family gift,SicilianElegance,57.5,617,35478.0,62,1745,377,11,,,cnc_laser_products custom_engraved,101516,CNC/Laser,Medium,,,62.599999999999994,41.0,82.0,72.0
37,Nursery Name Sign | Nursery Decor | Wooden Name Cutout,ModWoodCo,121.61,250,30403.0,13,18124,3935,100,Home Decor,wall_art,wood wall art custom,47962,,,,,,,,
61,Nursery Name Sign | Nursery Decor | Wooden Name Cutout,ModWoodCo,121.61,250,30403.0,13,18124,3935,100,home_decor,wall_art,wood wall art custom,47962,,,,,,,,
91,Nursery Name Sign | Nursery Decor | Wooden Name Cutout,ModWoodCo,121.61,250,30403.0,13,18124,3935,100,,,home_decor wall_art,47962,Wood,Medium,,,62.0,38.0,82.0,74.0
168,Nursery Name Sign | Nursery Decor | Wooden Name Cutout,ModWoodCo,121.61,250,30403.0,13,18124,3935,100,,,home_decor wall_art,47962,Wood,Medium,,,62.0,38.0,82.0,74.0
245,Nursery Name Sign | Nursery Decor | Wooden Name Cutout,ModWoodCo,121.61,250,30403.0,13,18124,3935,100,,,home_decor wall_art,47962,Wood,Medium,,,62.0,38.0,82.0,74.0
52,Personalized Live Edge Charcuterie Board,RootsToTable,60.31,215,29236.0,150,1446,260,11,kitchen_dining,,Live Edge Charcuterie Boards & Serving Trays,,,,,,,,,
18,ANIME Night Lamp Epoxy lamp handmade from wood and resin,Hirosart,137.25,199,27313.0,67,984,201,21,Resin + Wood Hybrid Products,resin_lamps,resin lamp night light,81307,,,,,,,,
62,ANIME Night Lamp Epoxy lamp handmade from wood and resin,Hirosart,137.25,199,27313.0,67,984,201,21,resin_wood_combinations,resin_lamps,resin lamp night light,81307,,,,,,,,
94,ANIME Night Lamp Epoxy lamp handmade from wood and resin,Hirosart,137.25,199,27313.0,67,984,201,21,,,resin_wood_combinations resin_lamps,81307,Resin/Epoxy,Medium,,,61.4,41.0,82.0,68.0
171,ANIME Night Lamp Epoxy lamp handmade from wood and resin,Hirosart,137.25,199,27313.0,67,984,201,21,,,resin_wood_combinations resin_lamps,81307,Resin/Epoxy,Medium,,,61.4,41.0,82.0,68.0
248,ANIME Night Lamp Epoxy lamp handmade from wood and resin,Hirosart,137.25,199,27313.0,67,984,201,21,,,resin_wood_combinations resin_lamps,81307,Resin/Epoxy,Medium,,,61.4,41.0,82.0,68.0
16,"Custom Ocean Epoxy Resin Table, Live Edge Wood Dining Table",PopCardsByHa,1488.0,18,26784.0,0,26,6,5,Resin + Wood Hybrid Products,epoxy_tables,epoxy resin table,61638,,,,,,,,
63,"Custom Ocean Epoxy Resin Table, Live Edge Wood Dining Table",PopCardsByHa,1488.0,18,26784.0,0,26,6,5,resin_wood_combinations,epoxy_tables,epoxy resin table,61638,,,,,,,,
109,"Custom Ocean Epoxy Resin Table, Live Edge Wood Dining Table",PopCardsByHa,1488.0,18,26784.0,0,26,6,5,,,resin_wood_combinations epoxy_tables,61638,Resin/Epoxy,Medium,,,58.099999999999994,38.0,82.0,61.0
186,"Custom Ocean Epoxy Resin Table, Live Edge Wood Dining Table",PopCardsByHa,1488.0,18,26784.0,0,26,6,5,,,resin_wood_combinations epoxy_tables,61638,Resin/Epoxy,Medium,,,58.099999999999994,38.0,82.0,61.0
263,"Custom Ocean Epoxy Resin Table, Live Edge Wood Dining Table",PopCardsByHa,1488.0,18,26784.0,0,26,6,5,,,resin_wood_combinations epoxy_tables,61638,Resin/Epoxy,Medium,,,58.099999999999994,38.0,82.0,61.0
17,Round Live Edge Resin Coffee Table Walnut Side Table,BreakWooden,158.66,148,23482.0,75,548,157,20,Resin + Wood Hybrid Products,epoxy_tables,epoxy resin table,61638,,,,,,,,
19,Hollow Knight Resin Lamp: Anime Night Light,BreakWooden,158.66,148,23482.0,75,548,157,20,Resin + Wood Hybrid Products,resin_lamps,resin lamp night light,81307,,,,,,,,
64,Round Live Edge Resin Coffee Table Walnut Side Table,BreakWooden,158.66,148,23482.0,75,548,157,20,resin_wood_combinations,epoxy_tables,epoxy resin table,61638,,,,,,,,
65,Hollow Knight Resin Lamp: Anime Night Light,BreakWooden,158.66,148,23482.0,75,548,157,20,resin_wood_combinations,resin_lamps,resin lamp night light,81307,,,,,,,,
93,Round Live Edge Resin Coffee Table Walnut Side Table,BreakWooden,158.66,148,23482.0,75,548,157,20,,,resin_wood_combinations epoxy_tables,61638,Resin/Epoxy,Medium,,,61.4,41.0,82.0,68.0
95,Hollow Knight Resin Lamp: Anime Night Light,BreakWooden,158.66,148,23482.0,75,548,157,20,,,resin_wood_combinations resin_lamps,81307,Resin/Epoxy,Medium,,,61.4,41.0,82.0,68.0
170,Round Live Edge Resin Coffee Table Walnut Side Table,BreakWooden,158.66,148,23482.0,75,548,157,20,,,resin_wood_combinations epoxy_tables,61638,Resin/Epoxy,Medium,,,61.4,41.0,82.0,68.0
172,Hollow Knight Resin Lamp: Anime Night Light,BreakWooden,158.66,148,23482.0,75,548,157,20,,,resin_wood_combinations resin_lamps,81307,Resin/Epoxy,Medium,,,61.4,41.0,82.0,68.0
247,Round Live Edge Resin Coffee Table Walnut Side Table,BreakWooden,158.66,148,23482.0,75,548,157,20,,,resin_wood_combinations epoxy_tables,61638,Resin/Epoxy,Medium,,,61.4,41.0,82.0,68.0
249,Hollow Knight Resin Lamp: Anime Night Light,BreakWooden,158.66,148,23482.0,75,548,157,20,,,resin_wood_combinations resin_lamps,81307,Resin/Epoxy,Medium,,,61.4,41.0,82.0,68.0
27,Custom Engraved Wooden Jewelry Box with Drawers,ColorfulLifers,134.58,168,22609.0,30,2580,341,25,CNC & Laser Cut Products,custom_engraved,custom engraved wood,101516,,,,,,,,
66,Custom Engraved Wooden Jewelry Box with Drawers,ColorfulLifers,134.58,168,22609.0,30,2580,341,25,cnc_laser_products,custom_engraved,custom engraved wood,101516,,,,,,,,
100,Custom Engraved Wooden Jewelry Box with Drawers,ColorfulLifers,134.58,168,22609.0,30,2580,341,25,,,cnc_laser_products custom_engraved,101516,CNC/Laser,Medium,,,60.199999999999996,38.0,82.0,68.0
177,Custom Engraved Wooden Jewelry Box with Drawers,ColorfulLifers,134.58,168,22609.0,30,2580,341,25,,,cnc_laser_products custom_engraved,101516,CNC/Laser,Medium,,,60.199999999999996,38.0,82.0,68.0
254,Custom Engraved Wooden Jewelry Box with Drawers,ColorfulLifers,134.58,168,22609.0,30,2580,341,25,,,cnc_laser_products custom_engraved,101516,CNC/Laser,Medium,,,60.199999999999996,38.0,82.0,68.0
35,"Personalized Serving Board for Couple, Marble Wood Cheese Board",EngraveMyMemories,59.95,117,22571.0,25,2406,499,17,Kitchen Products,cutting_boards,wood cutting board custom,22221,,,,,,,,
67,"Personalized Serving Board for Couple, Marble Wood Cheese Board",EngraveMyMemories,59.95,117,22571.0,25,2406,499,17,kitchen_products,cutting_boards,wood cutting board custom,22221,,,,,,,,
111,"Personalized Serving Board for Couple, Marble Wood Cheese Board",EngraveMyMemories,59.95,117,22571.0,25,2406,499,17,,,kitchen_products cutting_boards,22221,Wood,Medium,,,57.8,38.0,82.0,60.0
188,"Personalized Serving Board for Couple, Marble Wood Cheese Board",EngraveMyMemories,59.95,117,22571.0,25,2406,499,17,,,kitchen_products cutting_boards,22221,Wood,Medium,,,57.8,38.0,82.0,60.0
265,"Personalized Serving Board for Couple, Marble Wood Cheese Board",EngraveMyMemories,59.95,117,22571.0,25,2406,499,17,,,kitchen_products cutting_boards,22221,Wood,Medium,,,57.8,38.0,82.0,60.0
38,Custom Wooden Growth Chart for Kids - Personalized Height Measuring Stick,Back40life,159.97,101,19173.0,75,1519,222,21,Home Decor,wall_art,wood wall art custom,47962,,,,,,,,
68,Custom Wooden Growth Chart for Kids - Personalized Height Measuring Stick,Back40life,159.97,101,19173.0,75,1519,222,21,home_decor,wall_art,wood wall art custom,47962,,,,,,,,
107,Custom Wooden Growth Chart for Kids - Personalized Height Measuring Stick,Back40life,159.97,101,19173.0,75,1519,222,21,,,home_decor wall_art,47962,Wood,Medium,,,58.199999999999996,33.0,82.0,68.0
184,Custom Wooden Growth Chart for Kids - Personalized Height Measuring Stick,Back40life,159.97,101,19173.0,75,1519,222,21,,,home_decor wall_art,47962,Wood,Medium,,,58.199999999999996,33.0,82.0,68.0
261,Custom Wooden Growth Chart for Kids - Personalized Height Measuring Stick,Back40life,159.97,101,19173.0,75,1519,222,21,,,home_decor wall_art,47962,Wood,Medium,,,58.199999999999996,33.0,82.0,68.0
20,TOTK Resin Wood Night Light Christmas Gift for Game fans,MrChuahStore,96.32,192,18493.0,57,1820,379,18,Resin + Wood Hybrid Products,resin_lamps,resin lamp night light,81307,,,,,,,,
69,TOTK Resin Wood Night Light Christmas Gift for Game fans,MrChuahStore,96.32,192,18493.0,57,1820,379,18,resin_wood_combinations,resin_lamps,resin lamp night light,81307,,,,,,,,
126,TOTK Resin Wood Night Light Christmas Gift for Game fans,MrChuahStore,96.32,192,18493.0,57,1820,379,18,,,resin_wood_combinations resin_lamps,81307,Resin/Epoxy,Medium,,,55.8,33.0,82.0,60.0
203,TOTK Resin Wood Night Light Christmas Gift for Game fans,MrChuahStore,96.32,192,18493.0,57,1820,379,18,,,resin_wood_combinations resin_lamps,81307,Resin/Epoxy,Medium,,,55.8,33.0,82.0,60.0
280,TOTK Resin Wood Night Light Christmas Gift for Game fans,MrChuahStore,96.32,192,18493.0,57,1820,379,18,,,resin_wood_combinations resin_lamps,81307,Resin/Epoxy,Medium,,,55.8,33.0,82.0,60.0
39,"Custom Photo on Wood, Engraved Photo on Wood with Watercolor Style",austero,56.95,321,18281.0,78,30416,8323,53,Home Decor,wall_art,wood wall art custom,47962,,,,,,,,
70,"Custom Photo on Wood, Engraved Photo on Wood with Watercolor Style",austero,56.95,321,18281.0,78,30416,8323,53,home_decor,wall_art,wood wall art custom,47962,,,,,,,,
113,"Custom Photo on Wood, Engraved Photo on Wood with Watercolor Style",austero,56.95,321,18281.0,78,30416,8323,53,,,home_decor wall_art,47962,Wood,Medium,,,57.599999999999994,33.0,82.0,66.0
190,"Custom Photo on Wood, Engraved Photo on Wood with Watercolor Style",austero,56.95,321,18281.0,78,30416,8323,53,,,home_decor wall_art,47962,Wood,Medium,,,57.599999999999994,33.0,82.0,66.0
267,"Custom Photo on Wood, Engraved Photo on Wood with Watercolor Style",austero,56.95,321,18281.0,78,30416,8323,53,,,home_decor wall_art,47962,Wood,Medium,,,57.599999999999994,33.0,82.0,66.0
46,Personalized 8 Slot Wooden Watch Box,SHANIKStore,349.99,43,16920.0,200,81,10,2,storage_organization,,Premium Wood Watch/Jewelry Boxes,,,,,,,,,
71,Personalized 8 Slot Wooden Watch Box Acrylic Lid Detachable Stands,SHANIKStore,349.99,43,16920.0,200,81,10,2,branch,watch_boxes,watch box wood display,1450,,,,,,,,
89,Personalized 8 Slot Wooden Watch Box Acrylic Lid Detachable Stands,SHANIKStore,349.99,43,16920.0,200,81,10,2,,,watch box wood display,1450,Wood,Medium,,,67.8,60.0,82.0,64.0
166,Personalized 8 Slot Wooden Watch Box Acrylic Lid Detachable Stands,SHANIKStore,349.99,43,16920.0,200,81,10,2,,,watch box wood display,1450,Wood,Medium,,,67.8,60.0,82.0,64.0
243,Personalized 8 Slot Wooden Watch Box Acrylic Lid Detachable Stands,SHANIKStore,349.99,43,16920.0,200,81,10,2,,,watch box wood display,1450,Wood,Medium,,,67.8,60.0,82.0,64.0
